Mach Virtual Memory Statistics: (page size of 16384 bytes)
    free   active   specul inactive throttle    wired  prgable   faults     copy    0fill reactive   purged file-backed anonymous cmprssed cmprssor  dcomprs   comprs  pageins  pageout  swapins swapouts
 1230855   633486    52633   689382        0  5723664    27109     6226      685     2241        0        0       93143   1282358        0        0        0        0      246        0        0        0 
 1236018   627166    52632   689379        0  5724397    21989     5089      697     2190        0        0       93138   1276039        0        0        0        0        6        0        0        0 
 1238643   624402    52897   689583        0  5724133    18825     7076      690     2365        1      384       94033   1272849        0        0        0        0      692        0        0        0 
 1238538   624480    52897   689583        0  5723993    18825     5114      694     2090        0        0       94033   1272927        0        0        0        0        6        0        0        0 
 1232029   625777    56359   690325        0  5725170    18825    12963      796     2712        3        0      100453   1272008        0        0        0        0     4863        0        0        0 
 1226155   632065    57377   690502        0  5723877    18827    18284     1805     6006        0        0      103024   1276920        0        0        0        0     2043        0        0        0 
 1224896   632669    57501   690554        0  5723910    18818     9634      931     3225        0        0      103333   1277391        0        0        0        0      256        0        0        0 
 1225044   632431    57501   690554        0  5723899    18818     5158      694     2144        0        0      103333   1277153        0        0        0        0        6        0        0        0 
 1224720   632015    57509   690554        0  5724333    18828     3079      184     1193        0        0      103340   1276738        0        0        0        0        1        0        0        0 
 1222794   634140    57515   690554        0  5724746    18828    12470     1378     4634        0        0      103365   1278844        0        0        0        0       30        0        0        0 
 1222365   635059    57515   690588        0  5723910    18828     6470      699     2347        5        0      103463   1279699        0        0        0        0       83        0        0        0 
 1205774   632773    57523   690583        0  5743100    18458     4248      556    19250        0        0      103476   1277399        0        0        0        0        8        0        0        0 
 1212438   644764    58093   690626        0  5723924    27111    18607      818     8250        0        0      105056   1288427        0        0        0        0     1544        0        0        0 
 1217534   638755    58101   690626        0  5724696    21993     4503      555     2197        0        0      105064   1282418        0        0        0        0        5        0        0        0 
 1221192   635951    58139   690626        0  5723953    18828     6502      819     2154        0      384      105117   1279599        0        0        0        0       45        0        0        0 
Mach Virtual Memory Statistics: (page size of 16384 bytes)
    free   active   specul inactive throttle    wired  prgable   faults     copy    0fill reactive   purged file-backed anonymous cmprssed cmprssor  dcomprs   comprs  pageins  pageout  swapins swapouts
 1220841   635916    58146   690626        0  5723948    18828 50436047  1208214 41127546      824    77999      105124   1279564        0        0        0        0  1512554        0        0        0 
 1221104   635925    58147   690626        0  5723943    18828     6099      827     2130        2        0      105125   1279573        0        0        0        0        7        0        0        0 
 1219334   634118    61597   691379        0  5723817    18828    13490     1209     3702        0        0      110420   1276674        0        0        0        0     3846        0        0        0 
 1218188   633680    62147   691712        0  5724126    18819     7384      998     2452        0        0      112061   1275478        0        0        0        0     1421        0        0        0 
 1218295   633950    62147   691712        0  5723750    18829     5345      558     2154        0        0      112061   1275748        0        0        0        0        5        0        0        0 
 1218176   633941    62147   691712        0  5723751    18828     5074      696     2082        0        0      112061   1275739        0        0        0        0        6        0        0        0 
 1220716   631734    62165   691741        0  5723626    18829     7974      891     2747        2        0      112142   1273498        0        0        0        0       67        0        0        0 
 1220855   631654    62166   691740        0  5723611    18824     5029      690     2178        3        0      112143   1273417        0        0        0        0        6        0        0        0 
 1203701   630385    62174   691737        0  5741834    18433     6129      682    19348        0        0      112151   1272145        0        0        0        0        6        0        0        0 
 1212150   640440    62192   691757        0  5723594    27110     6334      799     2809        0        0      112207   1282182        0        0        0        0       43        0        0        0 
 1216444   635252    62197   691757        0  5723622    21989     6342      828     1990        0        0      112212   1276994        0        0        0        0        7        0        0        0 
 1220150   631646    62197   691757        0  5723629    18828     4383      556     2119        0      384      112212   1273388        0        0        0        0        5        0        0        0 
 1220439   631651    62205   691757        0  5723591    18828     6477      826     2126        0        0      112220   1273393        0        0        0        0        7        0        0        0 
 1220290   630984    62207   691756        0  5724299    18828     4502      554     2127        3        0      112222   1272725        0        0        0        0        5        0        0        0 
 1220286   631665    62215   691755        0  5723618    18828     6341      816     2167        0        0      112230   1273405        0        0        0        0        7        0        0        0 
 1220206   631684    62215   691755        0  5723620    18828     4581      555     2092        0        0      112230   1273424        0        0        0        0        5        0        0        0 
 1220139   631710    62223   691755        0  5723631    18826     6606      824     2262        0        0      112238   1273450        0        0        0        0        7        0        0        0 
 1220103   631407    62223   691755        0  5723899    18828     4348      555     1996        0        0      112238   1273147        0        0        0        0        5        0        0        0 
 1220254   630850    62225   691755        0  5724449    18828     6613      823     2288        2        0      112240   1272590        0        0        0        0        7        0        0        0 
 1220520   631764    62270   691764        0  5723623    18818     4459      557     2017        0        0      112311   1273487        0        0        0        0       53        0        0        0 
 1202446   630968    62572   691757        0  5741566    18429     7051      821    19581        0        0      112741   1272556        0        0        0        0      342        0        0        0 
Mach Virtual Memory Statistics: (page size of 16384 bytes)
    free   active   specul inactive throttle    wired  prgable   faults     copy    0fill reactive   purged file-backed anonymous cmprssed cmprssor  dcomprs   comprs  pageins  pageout  swapins swapouts
 1210866   639909    62552   691779        0  5724420    27100 50565176  1223838 41210058      836    78383      112800   1281440        0        0        0        0  1518464        0        0        0 
 1215868   635360    62534   691793        0  5723820    21982     5105      686     2209        0        0      112836   1276851        0        0        0        0       25        0        0        0 
 1220039   632002    62534   691793        0  5723601    18828     5461      691     1900        0      384      112836   1273493        0        0        0        0        6        0        0        0 
 1219269   632184    62662   691886        0  5723629    18828     5451      554     2454        0        0      113222   1273510        0        0        0        0      282        0        0        0 
 1219570   630535    62690   691885        0  5725286    18818     6476      825     2238        0        0      113256   1271854        0        0        0        0       28        0        0        0 
 1219419   632180    62698   691880        0  5723592    18828     4500      555     2019        0        0      113264   1273494        0        0        0        0        5        0        0        0 
 1219517   632141    62698   691874        0  5723605    18818     6603      825     2278        0        0      113264   1273449        0        0        0        0        7        0        0        0 
 1219632   632150    62698   691874        0  5723613    18828     4304      557     1983        0        0      113264   1273458        0        0        0        0        5        0        0        0 
 1219525   631426    62706   691873        0  5724361    18828     6575      823     2254        0        0      113272   1272733        0        0        0        0        7        0        0        0 
 1219674   630526    62707   691872        0  5725242    18828     4363      561     1987        0        0      113273   1271832        0        0        0        0        5        0        0        0 
 1203008   650586    62709   689172        0  5724176    30450     8268      938    21341        0        0      113322   1289145        0        0        0        0       20        0        0        0 
 1196110   640225    62713   689171        0  5741253    20870     4796      561    19276        0        0      113327   1278782        0        0        0        0        5        0        0        0 
 1210157   643496    62722   689162        0  5724235    24409     6669      876     2349        0      384      113336   1282044        0        0        0        0        7        0        0        0 
 1215738   638740    62722   689162        0  5723646    19277     4323      557     2002        0      192      113336   1277288        0        0        0        0        5        0        0        0 
 1229076  1229033    62744   747010        0  5062000    40714     7393     1179    21003        2      192      113210   1925577        0        0        0        0       25        0        0        0 
 1247312  1204688    62744   752885        0  5061992    24330     4274      557     1990        7        0      113210   1907107        0        0        0        0        5        0        0        0 
 1255732  1193735    62753   755229        0  5061995    16138     5496      689     2047        0      384      113219   1898498        0        0        0        0        6        0        0        0 
 1254934  1190218    63570   759097        0  5061987    16138     5509      695     2147        0        0      114330   1898555        0        0        0        0      795        0        0        0 
 1255208  1188222    63571   761044        0  5061951    16138     5968      682     2191        0        0      114331   1898506        0        0        0        0        6        0        0        0 
 1255062  1186100    63579   763164        0  5061947    16138     5116      696     2061        0        0      114339   1898504        0        0        0        0        6        0        0        0 
